JAP;FR;COUNT;OUPS
Yaaay! You're so great, Beepy! You've learned so much!;Super#! Tu es génial, Bip-bip#! Tu as tant appris#!;274;Yaaay! You're so great, Beepy! You've learned so much!
You...have taught me much...Kalil.;Tu M'as enSeiGné... beauCouP de cHoSes, KaLiL.;275;You...have taught me much...Kalil.
You...have helped to expand...my vocabulary.;Tu M'as aidé... à éLaRgir MoN vocaBuLaire.;276;You...have helped to expand...my vocabulary.
You...have instructed me...in the ways...of the outside world.;Tu M'as apPRis leS Mœurs... eT Les couTuMes du MoNde exTéRieur.;277;You...have instructed me...in the ways...of the outside world.
Well, there's tons of stuff I don't know either.;Bah, il y a plein de trucs que je ne connais pas, moi non plus.;278;Well, there's tons of stuff I don't know either.
Maybe we should leave here and go explore the world!;Nous devrions peut-être sortir d'ici et aller explorer le monde#!;279;Maybe we should leave here and go explore the world!
Because we...are friends.;PaRce que NouS somMeS... amis.;280;Because we...are friends.
That's right! Yay! It's gonna be fun!;C'est exact#! Youpi#! On va s'amuser#!;281;That's right! Yay! It's gonna be fun!
That's some pretty impressive stuff you found!;Ouah#! Je ne pensais pas que vous en trouveriez un aussi gros morceau#!;282;That's some pretty impressive stuff you found!
I'll start upgrading your weapon right away.;Je vais reforger votre arme sans plus tarder.;283;I'll start upgrading your weapon right away.
I won't charge you for it, either, since you helped me out.;Et puisque vous m'avez aidé, je le ferai gratuitement.;284;I won't charge you for it, either, since you helped me out.
Well, actually...;Hum, à vrai dire...;285;Well, actually...
This is gonna take a little more time than I thought.;Je crois que l'amélioration de votre arme me prendra plus de temps que prévu.;286;This is gonna take a little more time than I thought.
No sense in you waiting around. I'll send you a letter once it's ready.;Vous n'avez pas à attendre ici qu'elle soit prête. Je vous enverrai une lettre quand j'aurai terminé.;287;No sense in you waiting around. I'll send you a letter once it's ready.
That would be great.;Parfait.;288;That would be great.
No sense in you waiting around. I'll send you a letter once it's ready.;Vous n'avez pas à attendre ici qu'elle soit prête. Je vous enverrai une lettre quand j'aurai terminé.;289;No sense in you waiting around. I'll send you a letter once it's ready.
That would be great.;Parfait.;290;That would be great.
Hmmm... It seems we have some free time on our hands.;Hum... Qu'allons-nous faire pendant ce temps#?;291;Hmmm... It seems we have some free time on our hands.
A new request, is it?;Hum, une faveur ?;292;A new request, is it?
The kid's been pretty good to us. We might as well see what he wants. ;Il nous a beaucoup aidés. Nous devrions aller voir ce qu'il veut.;293;The kid's been pretty good to us. We might as well see what he wants. 
Off to the Junk Heap, then.;En route pour la montagne des robots#!;294;Off to the Junk Heap, then.
Hey there. Your weapon is ready to go.;Salut. Votre arme est prête.;295;Hey there. Your weapon is ready to go.
Great. Thanks.;Merci beaucoup.;296;Great. Thanks.
You know, with a weapon like that...;Vous savez, avec une arme comme celle-là...;298;You know, with a weapon like that...
...You were going to say?;... Qu'y a-t-il ?;299;...You were going to say?
I need to ask you for a favor.;J'aimerais vous demander une faveur.;300;I need to ask you for a favor.
Oh, yeah?;Oh ?;301;Oh, yeah?
I want you to avenge my brother!;Je veux que vous vengiez mon frère !;302;I want you to avenge my brother!
That's a rather ponderous favor.;C'est beaucoup demander.;303;That's a rather ponderous favor.
It's my mission! It's why I've been creating these weapons for the past four years.;C'est ma mission ! C'est la raison pour laquelle je fabrique des armes depuis quatre ans.;304;It's my mission! It's why I've been creating these weapons for the past four years.
I don't care about money! I only care about making a weapon strong enough;L'argent n'est pas important pour moi ! Tout ce qui m'intéresse,;305;I don't care about money! I only care about making a weapon strong enough
to kill those bastards!;c'est de forger une arme qui pourra tuer ces salauds !;306;to kill those bastards!
...What bastards?;... Quels salauds ?;307;...What bastards?
The ones in the mountain! That little Shade and his robot!;Ceux de la montagne ! La petite Ombre et son robot !;308;The ones in the mountain! That little Shade and his robot!
There are Shades here!?;Il y a des Ombres dans la montagne ?!;309;There are Shades here!?
Your brother was killed by a Shade?;Ton frère a été tué par une Ombre ?;310;Your brother was killed by a Shade?
Yes.;Oui.;311;Yes.
And what have we decided, mmm?;Quel est le verdict ?;313;And what have we decided, mmm?
It's killin' time.;Ça va chauffer.;314;It's killin' time.
You've gotta avenge my brother!;Vous devez venger mon frère !;315;You've gotta avenge my brother!
Kill him! Kill that robot! ...Rip 'em up!;Tuez ce robot ! Tuez-le ! Mettez-le en pièces !;316;Kill him! Kill that robot! ...Rip 'em up!
Beepy... I'm sorry... I'm not strong enough.;Bip-bip... Je suis désolé… Je ne suis pas assez fort.;317;Beepy... I'm sorry... I'm not strong enough.
I...I wanted...to be with you...forever.;Je... je voulais rester avec toi... pour toujours.;318;I...I wanted...to be with you...forever.
Kalil... Together...;KaLil... ENsemBLe...;319;Kalil... Together...
Beepy alone... Beepy...cry...?;BiP-bip SeuL... BiP-bip PLeurer...?;320;Beepy alone... Beepy...cry...?
You...;Gidéon...!;321;You...
You stupid machine! You killed my family! You took everything from me!;Abruti d'engin ! Tu as tué ma famille ! Tu as pris tout ce que j'avais !;322;You stupid machine! You killed my family! You took everything from me!
Why did you have to be here!? Why you!?;Pourquoi fallait-il que tu sois ici ?! Pourquoi toi ?!;323;Why did you have to be here!? Why you!?
Why are you here!? Why!?;Pourquoi es-tu ici ?! Pourquoi ?!;324;Why are you here!? Why!?
You stupid machine! You killed my family! You took everything from me!;Abruti d'engin ! Tu as tué ma famille ! Tu as pris tout ce que j'avais !;325;You stupid machine! You killed my family! You took everything from me!
Why did you have to be here!? Why you!?;Pourquoi fallait-il que tu sois ici ?! Pourquoi toi ?!;326;Why did you have to be here!? Why you!?
Why are you here!? Why!?;Pourquoi es-tu ici ?! Pourquoi ?!;327;Why are you here!? Why!?
Kah hah hah hah! Beautiful! What a perfect example of humanity!;Ha ha ha ha ha ha ! Superbe ! Un parfait spécimen de la race humaine !;328;Kah hah hah hah! Beautiful! What a perfect example of humanity!
We'd better not leave him here.;Nous ne devrions pas le laisser ici.;329;We'd better not leave him here.
Hitting that thing won't bring your brother back.;Le frapper ne rendra pas la vie à ton frère.;330;Hitting that thing won't bring your brother back.
But he's dead! And it's this bastard's fault! And hitting it MAKES ME FEEL BETTER!;Mais il est mort ! Et c'est la faute de ce salaud ! Et le frapper me fait du bien !;331;But he's dead! And it's this bastard's fault! And hitting it MAKES ME FEEL BETTER!
Just wait, you freak! You goddamn freak! I'm gonna explore this entire mountain now!;Tu ne perds rien pour attendre, sale monstre ! Putain de monstre ! Je vais explorer toute la montagne !;332;Just wait, you freak! You goddamn freak! I'm gonna explore this entire mountain now!
I'll make terrible weapons! Killing machines! No one can stop me!;Je forgerai des armes redoutables ! Des machines à tuer !;333;I'll make terrible weapons! Killing machines! No one can stop me!
Ah hah hah! AAAAAAAAH HAH HAH HAH HAH!;Personne ne pourra m'arrêter ! Ha ha ha ! Ha ha ha ha ha !;334;Ah hah hah! AAAAAAAAH HAH HAH HAH HAH!
Um...yeah.;Euh, d'accord...;335;Um...yeah.
Madness driven by hate. This is hardly the happy ending I was expecting.;La folie suscitée par la haine. Ce n'est pas le dénouement heureux auquel je m'attendais.;336;Madness driven by hate. This is hardly the happy ending I was expecting.
He doesn't know any other way.;Il ne saurait pas réagir autrement.;337;He doesn't know any other way.
Revenge is a fool's errand.;La vengeance n'est qu'un leurre.;338;Revenge is a fool's errand.
...I know.;... Je sais.;339;...I know.
You're back! Welcome! Welcome, welcome, welcome!;Vous revoilà ! Soyez les bienvenus ! Bienvenue, bienvenue, bienvenue !;340;You're back! Welcome! Welcome, welcome, welcome!
Oh, that's some fine material! Yeah, great! Very fine, oh yes!;Oh, quel superbe matériau ! Oh, formidable ! Il est superbe, oh oui !;341;Oh, that's some fine material! Yeah, great! Very fine, oh yes!
I'm gonna make a fine weapon! Gonna rip those machines apart, oh yes, oh yes!;Je vais en faire une arme ! Elle découpera ces machines en rondelles ! Oh, oui ! Oh, oui !;342;I'm gonna make a fine weapon! Gonna rip those machines apart, oh yes, oh yes!
Eee hee! Rip 'em up! Eee hee hee heeeeee!;Hi, hi ! Je vais découper les robots en rondelles ! Hi, hi, hi, hi !;343;Eee hee! Rip 'em up! Eee hee hee heeeeee!
The Lost Shrine is at the other end of this cave.;Le temple oublié est situé au fond de cette grotte.;344;The Lost Shrine is at the other end of this cave.
And the Shadowlord's castle lies just beyond.;Et le château du Maître des Ombres est juste au-delà de celui-ci.;345;And the Shadowlord's castle lies just beyond.
Let us make haste.;Dépêchons-nous.;346;Let us make haste.
Hansel...;Hansel... ;347;Hansel...
Who are you...?;Qui êtes-vous...?;348;Who are you...?
Go away! Dirty, defective swine!;N'approchez pas#! Sales créatures déficientes#!;349;Go away! Dirty, defective swine!
I'm not like you! I'm different!;Je ne suis pas comme vous#! Je suis différente#!;350;I'm not like you! I'm different!
You again? Stop bothering me.;Encore vous#? Fichez-moi la paix.;351;You again? Stop bothering me.
Grimoire Weiss has been taken away.;Le Grimoire Weiss a disparu.;352;Grimoire Weiss has been taken away.
Hansel is dead.;Hansel n'est plus.;353;Hansel is dead.
There's no reason for me to exist anymore.;Je n'ai plus de raison d'exister.;354;There's no reason for me to exist anymore.
My life is over. Just leave me alone.;Ma vie est finie. Laissez-moi seule.;355;My life is over. Just leave me alone.
You...;Vous...;356;You...
I've treated you all poorly.;Je vous ai toutes maltraitées.;357;I've treated you all poorly.
I mocked you. Betrayed you. All because you went Gestalt before the change;Je me suis moquée de vous. Je vous ai trahies. Tout ça parce que vous êtes devenues des Gestalts avant que la transformation ne soit terminée.;358;I mocked you. Betrayed you. All because you went Gestalt before the change
was complete.;Mais maintenant... je crois que je vous comprends.;359;was complete.
But after all this...I think I can understand you. I think we can speak as equals.;Je crois que je peux traiter d'égal à égal avec vous.;360;But after all this...I think I can understand you. I think we can speak as equals.
This makes me very happy. I hope we can spend the rest of our liv—;Je suis si heureuse. J'espère que nous pourrons passer le reste de nos vies...;361;This makes me very happy. I hope we can spend the rest of our liv—
What was that?<WAIT=2.0>;D'où vient ce bruit#?<WAIT=2.0>;362;What was that?<WAIT=2.0>
Oh, dear.;Oh, non.;363;Oh, dear.
Ngh...;Ooh...;364;Ngh...
I...I couldn't hold it back...;Je... je pouvais pas la retenir...;365;I...I couldn't hold it back...
I can't be with—;Je peux pas rester avec...;366;I can't be with—
We're always going to be together, Kainé.<WAIT=1.5>;Nous serons toujours là pour toi, Kainé.<WAIT=1.5>;367;We're always going to be together, Kainé.<WAIT=1.5>
