JAP;FR;COUNT;OUPS
I simply cannot bear another of these infernal conversations. Let us save it for another time.;Je ne pourrais tout simplement pas supporter une autre de ces conversations infernales. Nous avons mieux à faire.;510;I simply cannot bear another of these infernal conversations. Let us save it for another time.
Ah! Hello again! <STOP>You know, I've been trying to figure out a way to thank you for saving me, and I think I've got it. <STOP>We're going to put up a statue of you! It will be ten feet high and made of pure gold. <STOP>Oh, and I know you don't own a horse, but I think we'll put you on one anyway. Horses just make people look more heroic, you know?<PAGE>;Ah, vous êtes de retour#! <STOP>Vous savez, j'essaie de trouver une façon de vous remercier de m'avoir sauvé et je crois que j'ai finalement trouvé la solution...! <STOP>Nous allons ériger une statue en votre honneur#! Elle fera 10 mètres de haut et sera d'or massif. <STOP>Oh, et je sais que vous n'avez pas de cheval, mais je crois que nous en rajouterons un pour vous donner un air plus... héroïque.<PAGE>;511;Ah! Hello again! <STOP>You know, I've been trying to figure out a way to thank you for saving me, and I think I've got it. <STOP>We're going to put up a statue of you! It will be ten feet high and made of pure gold. <STOP>Oh, and I know you don't own a horse, but I think we'll put you on one anyway. Horses just make people look more heroic, you know?<PAGE>
How's that? You don't want a statue? <STOP>Oh. I thought you'd really enjoy it.;Quoi#? Vous ne voulez pas de statue...? <STOP>Oh. Je pensais vraiment que ça vous plairait.;512;How's that? You don't want a statue? <STOP>Oh. I thought you'd really enjoy it.
Regardless, thanks to your tireless efforts, our village is at peace once more. And at peas. <STOP>Ah hah hah! That's a little agricultural joke right there.<PAGE>;Merci quand même pour toute votre aide. Grâce à vous, la paix règne de nouveau dans notre village.<PAGE>;513;Regardless, thanks to your tireless efforts, our village is at peace once more. And at peas. <STOP>Ah hah hah! That's a little agricultural joke right there.<PAGE>
Anyway, I've been thinking about other things besides bad jokes and statues. I've also decided that we need to start holding the village festival again. <STOP>We used to have it every year, but the last mayor thought it was old-fashioned or something and he killed it. <STOP>But since I'm the mayor, I can start it up again! <STOP>That's not abusing my power or anything, is it?<PAGE>;Au fait, j'y ai longuement réfléchi et je crois que nous devrions de nouveau célébrer la fête annuelle du village. <STOP>L'ancien maire trouvait que c'était une coutume démodée alors il l'a abolie. <STOP>Mais je compte la renouveler#! Je suis le maire, après tout#!<STOP>... Euh, vous croyez que ce serait abuser de mon pouvoir#?<PAGE>;514;Anyway, I've been thinking about other things besides bad jokes and statues. I've also decided that we need to start holding the village festival again. <STOP>We used to have it every year, but the last mayor thought it was old-fashioned or something and he killed it. <STOP>But since I'm the mayor, I can start it up again! <STOP>That's not abusing my power or anything, is it?<PAGE>
What's that? You want to hear about the festival? <STOP>Well, the official name is The Feast of the Three Days. We call it that because everyone sits around a huge table and eats for three days straight. No sleeping allowed! <STOP>Oh, and we hold it on the foggiest days of the year, so it's hard to tell what you're eating. <STOP>Some of the dishes are delicious, but some are really rare and...well, there's some weird stuff in them. Let's leave it at that. <STOP>Anyway, you'd be pretty surprised what you can eat when you haven't slept for a couple of days.<PAGE>;Comment#? Vous voulez plus de détails sur notre fête annuelle#?<STOP> Eh bien, on l'appelle le festin de trois jours, car tout le monde s'assoit autour d'une longue table et mange pendant trois jours d'affilée, sans se reposer#! <STOP>Elle a habituellement lieu dans la saison des brumes, alors il est difficile de voir ce qu'il y a dans notre assiette. <STOP>Certains plats sont délicieux, mais d'autres sont... très relevés...! Je n'en dirai pas plus. C'est fou ce qu'on arrive à avaler quand on n'a pas dormi depuis deux jours.<PAGE>;515;What's that? You want to hear about the festival? <STOP>Well, the official name is The Feast of the Three Days. We call it that because everyone sits around a huge table and eats for three days straight. No sleeping allowed! <STOP>Oh, and we hold it on the foggiest days of the year, so it's hard to tell what you're eating. <STOP>Some of the dishes are delicious, but some are really rare and...well, there's some weird stuff in them. Let's leave it at that. <STOP>Anyway, you'd be pretty surprised what you can eat when you haven't slept for a couple of days.<PAGE>
I'll make sure that a room is prepared for you so you can be the guest of hon— <STOP>What? You can't come? <STOP>You have to wash your hair? <STOP>Oh. All right. Well, I guess that's understandable. What with the adventuring and all.;Cette année, vous serez notre invité d'honneur...<STOP> Hein#? Vous ne pouvez pas y assister#? <STOP>Vous devez repeindre tous les murs de votre maison cette semaine-là#? <STOP>Oh... Dommage. Un aventurier comme vous n'a probablement pas le temps de le faire à un autre moment.;516;I'll make sure that a room is prepared for you so you can be the guest of hon— <STOP>What? You can't come? <STOP>You have to wash your hair? <STOP>Oh. All right. Well, I guess that's understandable. What with the adventuring and all.
Truthfully, I think this town needs more group bonding activities like that. It'll help us get to know each other, and also promote unity in times of crisis and so forth.<PAGE>;À vrai dire, je crois que nous devrions organiser plus d'activités de ce genre pour tisser des relations plus étroites dans le village. Cela nous permettrait de mieux connaître nos voisins et de promouvoir l'unité en temps de crise.<PAGE>;517;Truthfully, I think this town needs more group bonding activities like that. It'll help us get to know each other, and also promote unity in times of crisis and so forth.<PAGE>
Weiss coughed loudly.;Weiss toussa bruyamment.;518;Weiss coughed loudly.
How much longer must we bear the insufferable flapping of this fool's gums? he whispered to <NIER>.;Combien de temps devrons-nous endurer son insupportable verbiage#? chuchota-t-il à <NIER>.;519;How much longer must we bear the insufferable flapping of this fool's gums? he whispered to <NIER>.
"Ah, let him talk. He just woke up; guy probably has a lot on his mind.";Ah, laisse-le parler. Il vient tout juste de se réveiller. Ses idées se bousculent probablement dans sa tête.;520;"Ah, let him talk. He just woke up; guy probably has a lot on his mind."
Weiss sighed.;Weiss soupira.;521;Weiss sighed.
This must be what Popola meant by bright and talkative...;C'est sans doute ce que voulait dire Popola par «#jovial et bavard#»...;522;This must be what Popola meant by bright and talkative...
I simply cannot bear another of these infernal conversations. Let us save it for another time.;Je ne pourrais tout simplement pas supporter une autre de ces conversations infernales. Nous avons mieux à faire.;523;I simply cannot bear another of these infernal conversations. Let us save it for another time.
Oh! It's you! Can I talk to you for a minute? <STOP>Here, over here.;Oh, vous voilà#! Euh, pouvez-vous m'accorder un instant#?;524;Oh! It's you! Can I talk to you for a minute? <STOP>Here, over here.
These are my neighbors. I was just telling them about the dream I had. <STOP>You know? The one you rescued me from?;Voici mes voisins. Je leur racontais justement le rêve que j'avais eu.<STOP> Vous savez, celui dont vous m'avez sauvée#?;525;These are my neighbors. I was just telling them about the dream I had. <STOP>You know? The one you rescued me from?
...They don't believe me. They say I'm making the whole thing up. <STOP>Who could invent something like that? I remember the darkness. I remember the screams. <STOP>Listen, you have to back me up here. They think I'm crazy. They need to understand.;Ils refusent de me croire#! Ils disent que j'ai tout inventé. <STOP>Qui pourrait inventer une chose pareille#?! Je me souviens de l'obscurité, j'entends encore résonner les cris de terreur... <STOP>Vous devez à tout prix confirmer mes dires. Ils pensent que je suis folle#! Je veux qu'ils comprennent.;526;...They don't believe me. They say I'm making the whole thing up. <STOP>Who could invent something like that? I remember the darkness. I remember the screams. <STOP>Listen, you have to back me up here. They think I'm crazy. They need to understand.
Tell them how you pulled me out of that cell and there was water everywhere, and how it was rising so quickly. <STOP>Part of me was convinced you had rescued me only to let me drown, you know? I don't want to drown. People talk about how it's peaceful, but I think they're lying.;Dites-leur comment vous m'avez tirée de ma cellule et qu'il y avait de l'eau partout et qu'elle montait à vue d'œil#! <STOP>J'ai d'abord cru que vous m'aviez sauvée pour ensuite me noyer, vous savez... Je ne voudrais pas mourir noyée. Certains disent que c'est une façon paisible de mourir, mais je ne suis pas de cet avis.;527;Tell them how you pulled me out of that cell and there was water everywhere, and how it was rising so quickly. <STOP>Part of me was convinced you had rescued me only to let me drown, you know? I don't want to drown. People talk about how it's peaceful, but I think they're lying.
And tell them about the bodies. <STOP>The bodies... Oh, gods, there were so many of them...;Oh, et n'oubliez pas de leur parler des cadavres#! <STOP>Oh, il y avait tant de cadavres...!;528;And tell them about the bodies. <STOP>The bodies... Oh, gods, there were so many of them...
"There was the room with the beds and the corpses. Like pieces of charcoal... <STOP>I keep thinking about the fire and how hot it must have been, but then I don't want to remember it anymore, so I think about the wine. <STOP>Only it wasn't wine; it was blood, and it was still warm. <STOP>Sometimes I can still smell it. I'll be eating a piece of pie or something, and all I can smell is that warm blood mixing with the rising water. <STOP>It's hard to eat now.<PAGE>When I see a table, I think about that feast, and the guests, and how the carpet squished beneath my feet when I walked. <STOP>I don't know. It's weird. <STOP>The pictures are maybe the worst. I keep wondering if they knew they were going to die, and how they could sit still knowing that each stroke of the brush is a step closer to death. <STOP>I think about stuff like that a lot now. Actually, I have a hard time thinking about anything else. <STOP>I don't sleep much. Sleep is hard. I see such terrible things when I close my eyes.<PAGE>""Anyway, I was hoping you could tell my neighbors so they'd... <STOP>Hmm? Where did they go?""";Il y avait aussi cette salle avec les lits et les corps brûlés, comme du charbon. <STOP>Je m'imagine sans cesse les flammes ardentes et la chaleur suffocante qu'ils ont dû endurer, mais ensuite je ne veux plus y penser, alors je me souviens du vin. <STOP>Seulement, ce n'était pas du vin, c'était du sang, du sang frais. <STOP>Parfois je crois que je peux toujours sentir son odeur fade. Lorsque je mange de la tarte, par exemple. L'odeur du sang mêlé à l'eau montante envahit mes narines et je ne sens rien d'autre. <STOP>J'ai du mal à avaler ma nourriture, depuis...<PAGE>Quand j'aperçois une table, je ne peux m'empêcher de me souvenir de ce festin, des invités et du tapis écarlate... <STOP>C'est étrange. <STOP>Je crois que le pire était ces peintures. Je me demande si leurs sujets savaient qu'ils étaient condamnés. Comment ont-ils pu rester immobiles alors que la mort approchait à chaque coup de pinceau#? <STOP>Je pense beaucoup à ce genre de choses ces temps-ci. <STOP>À vrai dire, il m'est difficile de penser à quoi que ce soit d'autre.<PAGE>Je ne dors pas beaucoup. Je n'arrive pas à dormir. Je vois tant d'images affreuses quand je ferme les yeux... Bon, pourriez-vous parler à mes voisins et... <STOP>Oh#? Où sont-ils passés#?;529;"There was the room with the beds and the corpses. Like pieces of charcoal... <STOP>I keep thinking about the fire and how hot it must have been, but then I don't want to remember it anymore, so I think about the wine. <STOP>Only it wasn't wine; it was blood, and it was still warm. <STOP>Sometimes I can still smell it. I'll be eating a piece of pie or something, and all I can smell is that warm blood mixing with the rising water. <STOP>It's hard to eat now.<PAGE>When I see a table, I think about that feast, and the guests, and how the carpet squished beneath my feet when I walked. <STOP>I don't know. It's weird. <STOP>The pictures are maybe the worst. I keep wondering if they knew they were going to die, and how they could sit still knowing that each stroke of the brush is a step closer to death. <STOP>I think about stuff like that a lot now. Actually, I have a hard time thinking about anything else. <STOP>I don't sleep much. Sleep is hard. I see such terrible things when I close my eyes.<PAGE>""Anyway, I was hoping you could tell my neighbors so they'd... <STOP>Hmm? Where did they go?"""
They left a while ago, said <NIER> quietly.;Ils sont partis il y a un bon moment, répondit <NIER> doucement.;530;They left a while ago, said <NIER> quietly.
"Doubtless they find your dream a bit...disturbing, said Weiss. ""Perhaps you could find something else to talk about with them, mmm? Such as the weather. Or kittens.""";Ils trouvent sans doute votre rêve un peu... choquant, continua Weiss. Pourquoi ne discutez-vous pas de choses différentes avec eux#? Comme du temps qu'il fait, ou d'autres sujets moins terrifiants#?;531;"Doubtless they find your dream a bit...disturbing, said Weiss. ""Perhaps you could find something else to talk about with them, mmm? Such as the weather. Or kittens."""
The villager smiled softly at <NIER>, but the smile soon faded from her face. As the two of them slowly backed away, they could see tears beginning to fall from the corners of her eyes.;La villageoise sourit faiblement à <NIER>, mais son visage pâlit peu après. Alors qu'ils s'éloignaient lentement d'elle, de grosses larmes roulèrent sur ses joues blêmes.;532;The villager smiled softly at <NIER>, but the smile soon faded from her face. As the two of them slowly backed away, they could see tears beginning to fall from the corners of her eyes.
I simply cannot bear another of these infernal conversations. Let us save it for another time.;Je ne pourrais tout simplement pas supporter une autre de ces conversations infernales. Nous avons mieux à faire.;533;I simply cannot bear another of these infernal conversations. Let us save it for another time.
Oh, hey! It's you! The guy who saved me from that crazy city! <STOP>It's great to talk to you again. You're my hero, you know that? <STOP>Oh, come on, don't be shy. It's all right. The mayor even said we're going to build you a statue and everything!;Oh, c'est vous, l'homme qui m'a sauvé de cette cité bizarre#! <STOP>Je suis content de vous revoir. Vous êtes mon héros, vous savez. <STOP>Oh, ne soyez pas si timide, vous en êtes bien digne#! Le maire a même dit que nous érigerions une statue en votre honneur#!;534;Oh, hey! It's you! The guy who saved me from that crazy city! <STOP>It's great to talk to you again. You're my hero, you know that? <STOP>Oh, come on, don't be shy. It's all right. The mayor even said we're going to build you a statue and everything!
I hear you've been traveling the world. Good for you! <STOP>Travel is the key to happiness, you know? Getting out in the world, meeting your fellow humans face-to-face... It really changes the way you see things. I think change like that will be vital in the new world that's coming. <STOP>How's that? Me? No, I've never traveled. Never left this village, to tell you the truth. Still, I'd like to get out someday.;On dit que vous êtes un aventurier. J'approuve#! <STOP>Voyager est la clef du bonheur#! Parcourir le monde, rencontrer des gens de partout... Ça change vraiment votre façon de voir les choses. Je suis convaincu que notre monde devra bientôt changer. <STOP>Hum...? Qui, moi#? Non, je n'ai jamais voyagé. À vrai dire, je n'ai jamais quitté ce village. Mais j'aimerais le faire un jour.;535;I hear you've been traveling the world. Good for you! <STOP>Travel is the key to happiness, you know? Getting out in the world, meeting your fellow humans face-to-face... It really changes the way you see things. I think change like that will be vital in the new world that's coming. <STOP>How's that? Me? No, I've never traveled. Never left this village, to tell you the truth. Still, I'd like to get out someday.
I think our world is dying. Seriously! Think about it! <STOP>You've got the Black Scrawl, the Shades, the mysterious illnesses like the Deathdream... It's like something is trying to give us a warning.;Je crois que notre monde se meurt. Je suis sérieux#! Réfléchissez un peu. <STOP>Avec les Ombres, la nécrose runique et d'autres maladies comme le songe mortel... C'est comme si on voulait nous prévenir que la fin approche.;536;I think our world is dying. Seriously! Think about it! <STOP>You've got the Black Scrawl, the Shades, the mysterious illnesses like the Deathdream... It's like something is trying to give us a warning.
In fact, I'm sure this is a warning. We need to change our ways before it's too late!;En fait, j'en suis certain que c'est un avertissement. Nous devons nous amender avant qu'il ne soit trop tard#!;537;In fact, I'm sure this is a warning. We need to change our ways before it's too late!
I'd like to help change the world, but I'm just a simple villager. Not like you guys! You're on the front lines of everything, rushing in with swords and magic spells and stuff like that. <STOP>Hey, I know! Maybe we can join forces and change the world together! I mean, with your experience and talent and my...uh...well, whatever I have. <STOP>Anyway, I think we could really make a difference.;J'aimerais bien changer le monde, mais je ne suis qu'un simple fermier. Je ne suis pas comme vous qui combattez sur la ligne front, armé de votre épée et de vos sorts de magie#! <STOP>Hé, j'ai une idée#! Je pourrais me joindre à vous et nous pourrions changer le monde ensemble#! <STOP>Avec votre expérience et mon... euh... enthousiasme, je crois que nous pourrions vraiment faire une différence.;538;I'd like to help change the world, but I'm just a simple villager. Not like you guys! You're on the front lines of everything, rushing in with swords and magic spells and stuff like that. <STOP>Hey, I know! Maybe we can join forces and change the world together! I mean, with your experience and talent and my...uh...well, whatever I have. <STOP>Anyway, I think we could really make a difference.
"This world needs a leader; someone who can unite the people in common purpose. <STOP>He'd probably have to be kind of tough, too. I mean, this isn't a world that appreciates calm discussion, you know? <STOP>He'd also need to be smart, and have the ability to look down the road and think about what's best for the future. <STOP>I bet you'd be perfect! Whaddya say!?";Ce monde a besoin d'un meneur, de quelqu'un qui saurait unir le peuple pour une cause commune. <STOP>Il devrait être ferme et déterminé, car personne ne supporte les débats interminables. <STOP>Il devrait aussi être intelligent et savoir comment servir nos intérêts, même à long terme. <STOP>Vous seriez parfait#! Qu'en dites-vous#?;539;"This world needs a leader; someone who can unite the people in common purpose. <STOP>He'd probably have to be kind of tough, too. I mean, this isn't a world that appreciates calm discussion, you know? <STOP>He'd also need to be smart, and have the ability to look down the road and think about what's best for the future. <STOP>I bet you'd be perfect! Whaddya say!?"
...Huh? You think <FONT=ITALIC>I</FONT> should do it? <STOP>Oh, no! No, that's not... <STOP>I mean, thanks and everything, but no thanks. I'm not a public limelight kind of guy. <STOP>I'd rather hang around the background and help from there. You know! Like an advisor or a puppetmaster or whatever they're called. <STOP>Actually, I think I'd be pretty good at that.;Quoi#? Vous pensez que <FONT=ITALIC>je</FONT> serais un meilleur candidat#? <STOP>Oh, non#! Je ne suis pas... Je veux dire, c'est gentil, mais non merci. Je n'aime pas me faire remarquer. <STOP>Je préférerais rester dans les coulisses et être un conseiller ou un confident... Une éminence grise, quoi#! <STOP>Je serais doué, vous savez.;540;...Huh? You think <FONT=ITALIC>I</FONT> should do it? <STOP>Oh, no! No, that's not... <STOP>I mean, thanks and everything, but no thanks. I'm not a public limelight kind of guy. <STOP>I'd rather hang around the background and help from there. You know! Like an advisor or a puppetmaster or whatever they're called. <STOP>Actually, I think I'd be pretty good at that.
"<NIER> and Weiss left before the villager could hand them a copy of his pamphlet, ""Ten Simple Ways to Save the World.""";<NIER> et Weiss partirent avant que le villageois ne puisse leur donner une brochure intitulée «#Dix façons faciles de sauver le monde#».;541;"<NIER> and Weiss left before the villager could hand them a copy of his pamphlet, ""Ten Simple Ways to Save the World."""
As they walked, Weiss pondered openly about the man.;Tout en s'éloignant, Weiss réfléchit à voix haute#:;542;As they walked, Weiss pondered openly about the man.
I suppose he is what they call an armchair general.;Je suppose qu'il est ce que l'on appelle un stratège en chambre.;543;I suppose he is what they call an armchair general.
<LIST=1152>Talk</LIST>;<LIST=1152>Lui parler.</LIST>;544;<LIST=1152>Talk</LIST>
<LIST=1153>Don't talk</LIST>;<LIST=1153>Ne pas lui parler.</LIST>;545;<LIST=1153>Don't talk</LIST>
<LIST=1155>Talk</LIST>;<LIST=1155>Lui parler.</LIST>;548;<LIST=1155>Talk</LIST>
<LIST=1156>Don't talk</LIST>;<LIST=1156>Ne pas lui parler.</LIST>;549;<LIST=1156>Don't talk</LIST>
<LIST=1158>Talk</LIST>;<LIST=1158>Lui parler.</LIST>;552;<LIST=1158>Talk</LIST>
<LIST=1159>Don't talk</LIST>;<LIST=1159>Ne pas lui parler.</LIST>;553;<LIST=1159>Don't talk</LIST>
For a Sealed Verse, that didn't take much effort.;Nous avons obtenu ce vers scellé sans avoir à éliminer une Ombre.;557;For a Sealed Verse, that didn't take much effort.
Yes...all a touch too easy, if you ask me.;Oui... À mon avis, ce fut trop facile.;558;Yes...all a touch too easy, if you ask me.
It's almost as if someone was guiding us to this village...;C'est comme si quelqu'un avait voulu nous guider jusqu'à ce village...;559;It's almost as if someone was guiding us to this village...
You think too much, Weiss.;Ah, tu t'inquiètes pour rien, Weiss.;560;You think too much, Weiss.
